Time(ms),ID,Gaze_X,Gaze_Y,Gaze_Z,TrackingObject,FixationDuration,PreviousAOI,CurrentAOI,PupilLeft,PupilRight,PupilCombined,SaccadeSpeed,HeadYaw,HeadPitch,Blink,LookAheadCarID,LookAheadCarType,LookAheadCarSpeed,Distance,LookAheadCar_PosX,LookAheadCar_PosY,LookAheadCar_PosZ
67.30,id,-43.0464,2.738495,-7.434705,HornZone_Crossing,0,None,HornZone_Crossing,-1,-1,-1,515.09,158.3022,345.1297,True,None,None,,,,,
67.40,id,-43.04453,2.739656,-7.433603,HornZone_Crossing,0.09993744,None,HornZone_Crossing,-1,-1,-1,514.3665,157.4502,344.6703,True,None,None,,,,,
67.50,id,-43.04348,2.742723,-7.432212,None,0,HornZone_Crossing,None,-1,-1,-1,520.3796,156.8523,343.4519,True,None,None,,,,,
67.60,id,-43.04531,2.74341,-7.432758,None,0.1001663,HornZone_Crossing,None,-1,-1,-1,524.979,157.6108,343.1778,True,None,None,,,,,
67.70,id,-43.04557,2.740183,-7.433874,None,0.1998444,HornZone_Crossing,None,-1,-1,-1,532.1051,157.8731,344.4615,True,None,None,,,,,
67.80,id,-43.0448,2.737514,-7.434333,None,0.2998581,HornZone_Crossing,None,-1,-1,-1,528.7993,157.6595,345.5172,True,None,None,,,,,
67.90,id,-43.04254,2.732268,-7.434749,HornZone_Crossing,0,None,HornZone_Crossing,-1,-1,-1,506.0836,156.9053,347.5773,True,None,None,,,,,
68.00,id,-42.95,2.7,-7.3,HornZone_Crossing,0.1015625,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.10,id,-42.95,2.7,-7.3,HornZone_Crossing,0.200676,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.20,id,-42.95,2.7,-7.3,HornZone_Crossing,0.3170242,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.30,id,-42.95,2.7,-7.3,HornZone_Crossing,0.390976,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.40,id,-42.95,2.7,-7.3,HornZone_Crossing,0.5007629,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.50,id,-42.95,2.7,-7.3,HornZone_Crossing,0.6003876,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.60,id,-42.95,2.7,-7.3,HornZone_Crossing,0.7011642,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.70,id,-42.95,2.7,-7.3,HornZone_Crossing,0.8008728,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.80,id,-42.95,2.7,-7.3,HornZone_Crossing,0.9005814,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
68.90,id,-42.95,2.7,-7.3,HornZone_Crossing,1.000465,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.00,id,-42.95,2.7,-7.3,HornZone_Crossing,1.100479,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.10,id,-42.95,2.7,-7.3,HornZone_Crossing,1.200729,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.20,id,-42.95,2.7,-7.3,HornZone_Crossing,1.300957,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.30,id,-42.95,2.7,-7.3,HornZone_Crossing,1.40049,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.40,id,-42.95,2.7,-7.3,HornZone_Crossing,1.500832,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.50,id,-42.95,2.7,-7.3,HornZone_Crossing,1.600754,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.60,id,-42.95,2.7,-7.3,HornZone_Crossing,1.701698,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.70,id,-42.95,2.7,-7.3,HornZone_Crossing,1.800865,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
69.80,id,-42.95,2.7,-7.3,HornZone_Crossing,1.905739,None,HornZone_Crossing,-1,-1,-1,0,90,0,True,None,None,,,,,
0.10,id,-43.06351,2.721644,-7.443874,TestCube,0,,TestCube,-1,-1,-1,0,165.7668,351.7037,True,None,None,,,,,
0.20,id,-43.06374,2.721393,-7.443972,TestCube,0.0701711,,TestCube,-1,-1,-1,0,165.8649,351.8005,True,None,None,,,,,
0.30,id,-43.06315,2.721294,-7.443835,TestCube,0.1430244,,TestCube,-1,-1,-1,0,165.6297,351.8388,True,None,None,,,,,
0.40,id,-43.06265,2.721411,-7.443688,TestCube,0.2029988,,TestCube,-1,-1,-1,0,165.4282,351.7934,True,None,None,,,,,
0.50,id,-43.06355,2.720965,-7.443986,TestCube,0.3414235,,TestCube,-1,-1,-1,0,165.7946,351.9656,True,None,None,,,,,
0.60,id,-43.06406,2.719533,-7.444315,TestCube,0.4463349,,TestCube,-1,-1,-1,0,166.0156,352.5178,True,None,None,,,,,
0.70,id,-43.06406,2.719533,-7.444315,TestCube,0.5013387,,TestCube,-1,-1,-1,0,166.0156,352.5178,True,None,None,,,,,
0.80,id,-43.06105,2.711832,-7.44437,TestCube,0.6068335,,TestCube,-1,-1,-1,0,164.9005,355.4759,True,None,None,,,,,
0.90,id,-43.0589,2.706526,-7.444111,TestCube,0.7067904,,TestCube,-1,-1,-1,0,164.0809,357.5063,True,None,None,,,,,
1.00,id,-43.05585,2.702305,-7.443338,TestCube,0.8067986,,TestCube,-1,-1,-1,0,162.8815,359.1194,True,None,None,,,,,
1.10,id,-43.04831,2.696502,-7.440769,TestCube,0.9073461,,TestCube,-1,-1,-1,0,159.8365,1.336347,True,None,None,,,,,
1.20,id,-43.03792,2.694112,-7.436422,TestCube,1.017649,,TestCube,-1,-1,-1,0,155.5305,2.249792,True,None,None,,,,,
1.30,id,-43.02749,2.691559,-7.431038,TestCube,1.107178,,TestCube,-1,-1,-1,0,151.0414,3.226056,True,None,None,,,,,
1.40,id,-43.01762,2.692128,-7.425105,TestCube,1.208556,,TestCube,-1,-1,-1,0,146.6346,3.008271,True,None,None,,,,,
1.50,id,-43.00717,2.693609,-7.417647,TestCube,1.309747,,TestCube,-1,-1,-1,0,141.7231,2.442158,True,None,None,,,,,
1.60,id,-43.00007,2.691005,-7.411501,TestCube,1.400286,,TestCube,-1,-1,-1,0,138.1315,3.437799,True,None,None,,,,,
1.70,id,-42.98876,2.686272,-7.399684,TestCube,1.502438,,TestCube,-1,-1,-1,0,131.8636,5.250894,True,None,None,,,,,
1.80,id,-42.97959,2.683713,-7.387955,TestCube,1.599355,,TestCube,-1,-1,-1,0,126.1467,6.233387,True,None,None,,,,,
1.90,id,-42.96967,2.68399,-7.372498,TestCube,1.708375,,TestCube,-1,-1,-1,0,119.084,6.127226,True,None,None,,,,,
2.00,id,-42.96053,2.681489,-7.351992,TestCube,1.808253,,TestCube,-1,-1,-1,0,110.4433,7.088736,True,None,None,,,,,
2.10,id,-42.95536,2.678089,-7.333133,TestCube,1.909173,,TestCube,-1,-1,-1,0,102.9016,8.399308,True,None,None,,,,,
2.20,id,-42.9534,2.674669,-7.319108,TestCube,2.00897,,TestCube,-1,-1,-1,0,97.42572,9.722433,True,None,None,,,,,
2.30,id,-42.95287,2.672832,-7.31076,TestCube,2.099484,,TestCube,-1,-1,-1,0,94.18269,10.4348,True,None,None,,,,,
2.40,id,-42.95261,2.67258,-7.304975,TestCube,2.199289,,TestCube,-1,-1,-1,0,91.93317,10.53279,True,None,None,,,,,
2.50,id,-42.95213,2.674816,-7.300582,TestCube,2.299711,,TestCube,-1,-1,-1,0,90.22538,9.665253,True,None,None,,,,,
2.60,id,-42.95211,2.675145,-7.296539,TestCube,2.408596,,TestCube,-1,-1,-1,0,88.65931,9.5381,True,None,None,,,,,
2.70,id,-42.95235,2.674113,-7.294533,TestCube,2.499846,,TestCube,-1,-1,-1,0,87.87921,9.937897,True,None,None,,,,,
2.80,id,-42.95253,2.673247,-7.293916,TestCube,2.609736,,TestCube,-1,-1,-1,0,87.63757,10.27391,True,None,None,,,,,
2.90,id,-42.95295,2.670905,-7.294613,TestCube,2.710033,,TestCube,-1,-1,-1,0,87.90185,11.1843,True,None,None,,,,,
3.00,id,-42.95318,2.669904,-7.293838,TestCube,2.808693,,TestCube,-1,-1,-1,0,87.59663,11.5743,True,None,None,,,,,
3.10,id,-42.96217,2.678764,-7.35523,TestCube,3.252351,,TestCube,-1,-1,-1,0,111.8358,8.138857,True,None,None,,,,,
3.20,id,-42.96324,2.679692,-7.358168,TestCube,3.265872,,TestCube,-1,-1,-1,0,113.0407,7.781083,True,None,None,,,,,
3.30,id,-42.96399,2.680679,-7.360227,TestCube,3.277558,,TestCube,-1,-1,-1,0,113.8836,7.400554,True,None,None,,,,,
3.40,id,-42.9651,2.68181,-7.363,TestCube,3.287132,,TestCube,-1,-1,-1,0,115.0318,6.965108,True,None,None,,,,,
3.50,id,-42.96676,2.683419,-7.366871,TestCube,3.303882,,TestCube,-1,-1,-1,0,116.6509,6.346672,True,None,None,,,,,
3.60,id,-42.97929,2.687637,-7.388189,TestCube,3.406174,,TestCube,-1,-1,-1,0,126.1525,4.727829,True,None,None,,,,,
3.70,id,-42.99409,2.693845,-7.406047,TestCube,3.507919,,TestCube,-1,-1,-1,0,135.0381,2.351603,True,None,None,,,,,
3.80,id,-43.00879,2.70074,-7.419077,TestCube,3.61744,,TestCube,-1,-1,-1,0,142.547,359.7175,True,None,None,,,,,
3.90,id,-43.01671,2.703576,-7.4247,TestCube,3.707088,,TestCube,-1,-1,-1,0,146.2605,358.634,True,None,None,,,,,
4.00,id,-43.02277,2.700267,-7.428593,TestCube,3.807293,,TestCube,-1,-1,-1,0,149.013,359.898,True,None,None,,,,,
4.10,id,-43.02067,2.692478,-7.427084,TestCube,3.907221,,TestCube,-1,-1,-1,0,148.0264,2.874593,True,None,None,,,,,
4.20,id,-43.01414,2.685236,-7.422106,TestCube,4.007558,,TestCube,-1,-1,-1,0,144.8862,5.648375,True,None,None,,,,,
4.30,id,-43.00981,2.684423,-7.41884,TestCube,4.102281,,TestCube,-1,-1,-1,0,142.8044,5.960648,True,None,None,,,,,
4.40,id,-43.00769,2.686707,-7.417482,TestCube,4.20729,,TestCube,-1,-1,-1,0,141.8416,5.084371,True,None,None,,,,,
4.50,id,-43.00557,2.688231,-7.415952,TestCube,4.307822,,TestCube,-1,-1,-1,0,140.8412,4.499912,True,None,None,,,,,
4.60,id,-43.00249,2.691216,-7.413647,TestCube,4.407392,,TestCube,-1,-1,-1,0,139.3714,3.356984,True,None,None,,,,,
4.70,id,-43.0017,2.690944,-7.412939,TestCube,4.509975,,TestCube,-1,-1,-1,0,138.9645,3.461421,True,None,None,,,,,
4.80,id,-43.00216,2.689769,-7.413236,TestCube,4.609288,,TestCube,-1,-1,-1,0,139.1714,3.910901,True,None,None,,,,,
4.90,id,-43.00213,2.68848,-7.413086,TestCube,4.708445,,TestCube,-1,-1,-1,0,139.1247,4.404482,True,None,None,,,,,
5.00,id,-43.00221,2.687177,-7.413017,TestCube,4.807743,,TestCube,-1,-1,-1,0,139.1316,4.904217,True,None,None,,,,,
5.10,id,-43.00226,2.686085,-7.412927,TestCube,4.908394,,TestCube,-1,-1,-1,0,139.122,5.322914,True,None,None,,,,,
5.20,id,-43.00287,2.685629,-7.413399,TestCube,5.008476,,TestCube,-1,-1,-1,0,139.4189,5.49783,True,None,None,,,,,
5.30,id,-43.00237,2.685912,-7.413006,TestCube,5.11033,,TestCube,-1,-1,-1,0,139.1754,5.389095,True,None,None,,,,,
5.40,id,-43.00044,2.687111,-7.411454,TestCube,5.199321,,TestCube,-1,-1,-1,0,138.2267,4.929376,True,None,None,,,,,
5.50,id,-42.99822,2.687308,-7.409454,TestCube,5.308796,,TestCube,-1,-1,-1,0,137.0809,4.85375,True,None,None,,,,,
5.60,id,-42.99544,2.685578,-7.406575,TestCube,5.407812,,TestCube,-1,-1,-1,0,135.5452,5.517497,True,None,None,,,,,
5.70,id,-42.98922,2.682029,-7.399525,TestCube,5.508368,,TestCube,-1,-1,-1,0,131.9369,6.880796,True,None,None,,,,,
5.80,id,-42.97936,2.677295,-7.386199,TestCube,5.607737,,TestCube,-1,-1,-1,0,125.5458,8.706053,True,None,None,,,,,
5.90,id,-42.96683,2.674444,-7.364123,TestCube,5.708236,,TestCube,-1,-1,-1,0,115.7107,9.809506,True,None,None,,,,,
6.00,id,-42.95789,2.673709,-7.340142,TestCube,5.807327,,TestCube,-1,-1,-1,0,105.7726,10.09464,True,None,None,,,,,
6.10,id,-42.95308,2.675396,-7.317552,TestCube,5.908877,,TestCube,-1,-1,-1,0,96.81229,9.440805,True,None,None,,,,,
6.20,id,-42.95211,2.675054,-7.297636,TestCube,6.007538,,TestCube,-1,-1,-1,0,89.08408,9.573063,True,None,None,,,,,
6.30,id,-42.95365,2.672191,-7.282454,TestCube,6.108445,,TestCube,-1,-1,-1,0,83.1632,10.68418,True,None,None,,,,,
6.40,id,-42.9566,2.668237,-7.269535,TestCube,6.20796,,TestCube,-1,-1,-1,0,78.00588,12.22517,True,None,None,,,,,
6.50,id,-42.96104,2.664189,-7.256321,TestCube,6.308807,,TestCube,-1,-1,-1,0,72.55065,13.81214,True,None,None,,,,,
6.60,id,-42.96763,2.662397,-7.240296,TestCube,6.407534,,TestCube,-1,-1,-1,0,65.72276,14.51833,True,None,None,,,,,
6.70,id,-42.97682,2.662238,-7.223181,TestCube,6.50757,,TestCube,-1,-1,-1,0,58.05045,14.5809,True,None,None,,,,,
6.80,id,-42.98531,2.665905,-7.209541,TestCube,6.607502,,TestCube,-1,-1,-1,0,51.73741,13.13818,True,None,None,,,,,
6.90,id,-42.99229,2.665739,-7.201385,TestCube,6.707293,,TestCube,-1,-1,-1,0,47.5234,13.20349,True,None,None,,,,,
7.00,id,-42.99722,2.664255,-7.196757,TestCube,6.807178,,TestCube,-1,-1,-1,0,44.87023,13.78636,True,None,None,,,,,
7.10,id,-43.00126,2.663496,-7.193145,TestCube,6.907049,,TestCube,-1,-1,-1,0,42.7395,14.08497,True,None,None,,,,,
7.20,id,-43.00439,2.663329,-7.190393,TestCube,7.006936,,TestCube,-1,-1,-1,0,41.09889,14.15063,True,None,None,,,,,
7.30,id,-43.00692,2.664653,-7.187814,TestCube,7.108044,,TestCube,-1,-1,-1,0,39.68353,13.62983,True,None,None,,,,,
7.40,id,-43.01057,2.667382,-7.184077,TestCube,7.207666,,TestCube,-1,-1,-1,0,37.64879,12.55951,True,None,None,,,,,
7.50,id,-43.01629,2.672181,-7.17868,TestCube,7.30735,,TestCube,-1,-1,-1,0,34.60555,10.68806,True,None,None,,,,,
7.60,id,-43.02334,2.675014,-7.173512,TestCube,7.406343,,TestCube,-1,-1,-1,0,31.21836,9.588488,True,None,None,,,,,
7.70,id,-43.02724,2.673946,-7.171445,TestCube,7.509101,,TestCube,-1,-1,-1,0,29.51099,10.00253,True,None,None,,,,,
7.80,id,-43.02285,2.672622,-7.17431,TestCube,7.607255,,TestCube,-1,-1,-1,0,31.54269,10.51646,True,None,None,,,,,
7.90,id,-43.00563,2.672386,-7.186723,TestCube,7.707557,,TestCube,-1,-1,-1,0,39.79746,10.60836,True,None,None,,,,,
8.00,id,-42.97965,2.672804,-7.214705,TestCube,7.807695,,TestCube,-1,-1,-1,0,54.67436,10.44593,True,None,None,,,,,
8.10,id,-42.95855,2.67464,-7.257017,TestCube,7.907612,,TestCube,-1,-1,-1,0,73.09778,9.733631,True,None,None,,,,,
8.20,id,-42.95164,2.679952,-7.309278,TestCube,8.007915,,TestCube,-1,-1,-1,0,93.57796,7.680752,True,None,None,,,,,
8.30,id,-42.96478,2.687375,-7.363668,TestCube,8.107436,,TestCube,-1,-1,-1,0,115.2119,4.82831,True,None,None,,,,,
8.40,id,-42.99419,2.699756,-7.406324,TestCube,8.208027,,TestCube,-1,-1,-1,0,135.1395,0.09308293,True,None,None,,,,,
8.50,id,-43.03149,2.716362,-7.432436,TestCube,8.306629,,TestCube,-1,-1,-1,0,152.6484,353.7376,True,None,None,,,,,
8.60,id,-43.07031,2.726959,-7.444541,TestCube,8.406701,,TestCube,-1,-1,-1,0,168.3935,349.6464,True,None,None,,,,,
8.70,id,-43.09835,2.728536,-7.447251,TestCube,8.506716,,TestCube,-1,-1,-1,0,179.3583,349.0331,True,None,None,,,,,
8.80,id,-43.11675,2.725679,-7.446834,TestCube,8.60759,,TestCube,-1,-1,-1,0,186.5083,350.1426,True,None,None,,,,,
8.90,id,-43.12958,2.720926,-7.445559,TestCube,8.70678,,TestCube,-1,-1,-1,0,191.4855,351.9807,True,None,None,,,,,
9.00,id,-43.13801,2.71691,-7.444117,TestCube,8.807422,,TestCube,-1,-1,-1,0,194.7732,353.5272,True,None,None,,,,,
9.10,id,-43.14513,2.715744,-7.442183,TestCube,8.907031,,TestCube,-1,-1,-1,0,197.6079,353.9752,True,None,None,,,,,
9.20,id,-43.15437,2.721338,-7.438163,TestCube,9.00738,,TestCube,-1,-1,-1,0,201.4797,351.8217,True,None,None,,,,,
9.30,id,-43.16788,2.72999,-7.430356,TestCube,9.10692,,TestCube,-1,-1,-1,0,207.5083,348.467,True,None,None,,,,,
9.40,id,-43.18354,2.738415,-7.418514,TestCube,9.208028,,TestCube,-1,-1,-1,0,215.1795,345.1614,True,None,None,,,,,
9.50,id,-43.19598,2.742072,-7.407325,TestCube,9.307487,,TestCube,-1,-1,-1,0,221.8049,343.7112,True,None,None,,,,,
9.60,id,-43.20309,2.74551,-7.399008,TestCube,9.407772,,TestCube,-1,-1,-1,0,226.1558,342.3383,True,None,None,,,,,
9.70,id,-43.20786,2.746766,-7.39317,TestCube,9.507193,,TestCube,-1,-1,-1,0,229.1774,341.834,True,None,None,,,,,
9.80,id,-43.21397,2.745129,-7.386463,TestCube,9.607803,,TestCube,-1,-1,-1,0,232.8125,342.4909,True,None,None,,,,,
9.90,id,-43.21735,2.74203,-7.38344,TestCube,9.707041,,TestCube,-1,-1,-1,0,234.5862,343.7278,True,None,None,,,,,
10.00,id,-43.21597,2.739853,-7.386389,TestCube,9.807104,,TestCube,-1,-1,-1,0,233.3164,344.5923,True,None,None,,,,,
10.10,id,-43.21526,2.739866,-7.387323,TestCube,9.907125,,TestCube,-1,-1,-1,0,232.8524,344.5871,True,None,None,,,,,
10.20,id,-43.21674,2.740268,-7.385156,TestCube,10.00695,,TestCube,-1,-1,-1,0,233.8898,344.4279,True,None,None,,,,,
10.30,id,-43.21756,2.742268,-7.383027,TestCube,10.10726,,TestCube,-1,-1,-1,0,234.7683,343.6333,True,None,None,,,,,
10.40,id,-43.21834,2.742069,-7.382012,TestCube,10.2072,,TestCube,-1,-1,-1,0,235.2769,343.7122,True,None,None,,,,,
10.50,id,-43.21531,2.739871,-7.387258,TestCube,10.30696,,TestCube,-1,-1,-1,0,232.8847,344.5851,True,None,None,,,,,
10.60,id,-43.20473,2.736194,-7.401104,TestCube,10.40733,,TestCube,-1,-1,-1,0,226.0085,346.037,True,None,None,,,,,
10.70,id,-43.184,2.732298,-7.420007,TestCube,10.50721,,TestCube,-1,-1,-1,0,214.9889,347.5658,True,None,None,,,,,
10.80,id,-43.16235,2.726501,-7.433827,TestCube,10.60616,,TestCube,-1,-1,-1,0,204.9818,349.8241,True,None,None,,,,,
10.90,id,-43.14468,2.723524,-7.441244,TestCube,10.70624,,TestCube,-1,-1,-1,0,197.5554,350.9774,True,None,None,,,,,
11.00,id,-43.12653,2.717771,-7.446563,TestCube,10.80661,,TestCube,-1,-1,-1,0,190.259,353.1963,True,None,None,,,,,
11.10,id,-43.10726,2.711584,-7.449376,TestCube,10.90607,,TestCube,-1,-1,-1,0,182.7814,355.571,True,None,None,,,,,
11.20,id,-43.09665,2.708937,-7.449696,TestCube,11.00655,,TestCube,-1,-1,-1,0,178.7159,356.5842,True,None,None,,,,,
11.30,id,-43.0957,2.710195,-7.449592,TestCube,11.10646,,TestCube,-1,-1,-1,0,178.3536,356.1029,True,None,None,,,,,
11.40,id,-43.10262,2.714653,-7.44926,TestCube,11.20673,,TestCube,-1,-1,-1,0,181.0072,354.3942,True,None,None,,,,,
11.50,id,-43.11363,2.722752,-7.447637,TestCube,11.30761,,TestCube,-1,-1,-1,0,185.2751,351.2756,True,None,None,,,,,
11.60,id,-43.12879,2.731365,-7.44383,TestCube,11.40655,,TestCube,-1,-1,-1,0,191.3199,347.9303,True,None,None,,,,,
11.70,id,-43.14729,2.73713,-7.437425,TestCube,11.5071,,TestCube,-1,-1,-1,0,198.9869,345.6686,True,None,None,,,,,
11.80,id,-43.16896,2.73995,-7.427076,TestCube,11.60792,,TestCube,-1,-1,-1,0,208.4882,344.5539,True,None,None,,,,,
11.90,id,-43.18421,2.73832,-7.418067,TestCube,11.70842,,TestCube,-1,-1,-1,0,215.4989,345.1989,True,None,None,,,,,
12.00,id,-43.18746,2.735553,-7.416564,TestCube,11.8075,,TestCube,-1,-1,-1,0,216.881,346.2892,True,None,None,,,,,
12.10,id,-43.18534,2.731401,-7.419291,TestCube,11.90691,,TestCube,-1,-1,-1,0,215.5811,347.9165,True,None,None,,,,,
12.20,id,-43.18243,2.727216,-7.422332,TestCube,12.00731,,TestCube,-1,-1,-1,0,213.972,349.5464,True,None,None,,,,,
12.30,id,-43.17781,2.725713,-7.425638,TestCube,12.1068,,TestCube,-1,-1,-1,0,211.7695,350.1297,True,None,None,,,,,
12.40,id,-43.17156,2.725004,-7.429437,TestCube,12.29878,,TestCube,-1,-1,-1,0,208.9365,350.4042,True,None,None,,,,,
12.50,id,-43.16496,2.725423,-7.432794,TestCube,12.3138,,TestCube,-1,-1,-1,0,206.0662,350.242,True,None,None,,,,,
12.60,id,-43.13976,2.719082,-7.44337,TestCube,12.40924,,TestCube,-1,-1,-1,0,195.501,352.6914,True,None,None,,,,,
12.70,id,-43.12934,2.713552,-7.446477,TestCube,12.5091,,TestCube,-1,-1,-1,0,191.3267,354.8164,True,None,None,,,,,
12.80,id,-43.12518,2.707503,-7.447681,TestCube,12.61017,,TestCube,-1,-1,-1,0,189.6749,357.1328,True,None,None,,,,,
12.90,id,-43.1263,2.706599,-7.44753,TestCube,12.70055,,TestCube,-1,-1,-1,0,190.1064,357.4784,True,None,None,,,,,
13.00,id,-43.13318,2.714051,-7.445608,TestCube,12.79953,,TestCube,-1,-1,-1,0,192.8375,354.625,True,None,None,,,,,
13.10,id,-43.14486,2.725027,-7.44093,TestCube,12.89938,,TestCube,-1,-1,-1,0,197.6562,350.3956,True,None,None,,,,,
13.20,id,-43.15446,2.73236,-7.435966,TestCube,12.99984,,TestCube,-1,-1,-1,0,201.8282,347.5414,True,None,None,,,,,
13.30,id,-43.16252,2.735153,-7.431742,TestCube,13.09958,,TestCube,-1,-1,-1,0,205.3868,346.4465,True,None,None,,,,,
13.40,id,-43.16831,2.731984,-7.429656,TestCube,13.19978,,TestCube,-1,-1,-1,0,207.7834,347.6884,True,None,None,,,,,
13.50,id,-43.16952,2.724632,-7.430617,TestCube,13.29945,,TestCube,-1,-1,-1,0,208.0222,350.5486,True,None,None,,,,,
13.60,id,-43.1667,2.720971,-7.432707,TestCube,13.39976,,TestCube,-1,-1,-1,0,206.6851,351.9633,True,None,None,,,,,
13.70,id,-43.16384,2.720068,-7.434245,TestCube,13.49971,,TestCube,-1,-1,-1,0,205.4332,352.3114,True,None,None,,,,,
13.80,id,-43.16227,2.725178,-7.434122,TestCube,13.59935,,TestCube,-1,-1,-1,0,204.9037,350.3369,True,None,None,,,,,
13.90,id,-43.1621,2.73128,-7.432911,TestCube,13.70988,,TestCube,-1,-1,-1,0,205.0433,347.9637,True,None,None,,,,,
14.00,id,-43.16213,2.73151,-7.43284,TestCube,13.80962,,TestCube,-1,-1,-1,0,205.0669,347.8737,True,None,None,,,,,
14.10,id,-43.16041,2.729179,-7.434162,TestCube,13.91018,,TestCube,-1,-1,-1,0,204.2405,348.7829,True,None,None,,,,,
14.20,id,-43.15879,2.726556,-7.43542,TestCube,13.99962,,TestCube,-1,-1,-1,0,203.4675,349.8027,True,None,None,,,,,
14.30,id,-43.15871,2.724612,-7.435819,TestCube,14.11017,,TestCube,-1,-1,-1,0,203.3794,350.5564,True,None,None,,,,,
14.40,id,-43.16019,2.724516,-7.435187,TestCube,14.21083,,TestCube,-1,-1,-1,0,204.0019,350.5932,True,None,None,,,,,
14.50,id,-43.16148,2.72597,-7.434334,TestCube,14.29928,,TestCube,-1,-1,-1,0,204.5929,350.03,True,None,None,,,,,
14.60,id,-43.16254,2.727878,-7.433464,TestCube,14.40978,,TestCube,-1,-1,-1,0,205.105,349.289,True,None,None,,,,,
14.70,id,-43.16279,2.727489,-7.433426,TestCube,14.50962,,TestCube,-1,-1,-1,0,205.1997,349.4403,True,None,None,,,,,
14.80,id,-43.1625,2.726867,-7.433686,TestCube,14.60004,,TestCube,-1,-1,-1,0,205.0565,349.6817,True,None,None,,,,,
14.90,id,-43.16224,2.725224,-7.434127,TestCube,14.6994,,TestCube,-1,-1,-1,0,204.8927,350.319,True,None,None,,,,,
15.00,id,-43.16095,2.724877,-7.434781,TestCube,14.80015,,TestCube,-1,-1,-1,0,204.3342,350.4535,True,None,None,,,,,
15.10,id,-43.16061,2.726225,-7.434683,TestCube,14.91008,,TestCube,-1,-1,-1,0,204.2267,349.9309,True,None,None,,,,,
15.20,id,-43.1606,2.72746,-7.434439,TestCube,15.01119,,TestCube,-1,-1,-1,0,204.2635,349.4516,True,None,None,,,,,
15.30,id,-43.16086,2.727489,-7.434316,TestCube,15.09948,,TestCube,-1,-1,-1,0,204.3751,349.4404,True,None,None,,,,,
15.40,id,-43.16141,2.726537,-7.434258,TestCube,15.21056,,TestCube,-1,-1,-1,0,204.578,349.8099,True,None,None,,,,,
15.50,id,-43.16167,2.725953,-7.434252,TestCube,15.29933,,TestCube,-1,-1,-1,0,204.6716,350.0367,True,None,None,,,,,
15.60,id,-43.16221,2.724925,-7.434197,TestCube,15.39925,,TestCube,-1,-1,-1,0,204.8703,350.4352,True,None,None,,,,,
15.70,id,-43.1628,2.724547,-7.433994,TestCube,15.51032,,TestCube,-1,-1,-1,0,205.1096,350.5815,True,None,None,,,,,
15.80,id,-43.16314,2.725412,-7.433672,TestCube,15.61048,,TestCube,-1,-1,-1,0,205.2819,350.2462,True,None,None,,,,,
15.90,id,-43.16324,2.726549,-7.433401,TestCube,15.69949,,TestCube,-1,-1,-1,0,205.364,349.8051,True,None,None,,,,,
16.00,id,-43.16376,2.727213,-7.433019,TestCube,15.81018,,TestCube,-1,-1,-1,0,205.6105,349.5473,True,None,None,,,,,
16.10,id,-43.16318,2.723286,-7.434038,TestCube,15.91,,TestCube,-1,-1,-1,0,205.2368,351.0692,True,None,None,,,,,
16.20,id,-43.16124,2.718636,-7.435657,TestCube,16.00956,,TestCube,-1,-1,-1,0,204.2948,352.8631,True,None,None,,,,,
16.30,id,-43.16029,2.714812,-7.43655,TestCube,16.11021,,TestCube,-1,-1,-1,0,203.822,354.3331,True,None,None,,,,,
16.40,id,-43.16283,2.715434,-7.435331,TestCube,16.19923,,TestCube,-1,-1,-1,0,204.9031,354.0941,True,None,None,,,,,
16.50,id,-43.17117,2.719725,-7.430558,TestCube,16.29901,,TestCube,-1,-1,-1,0,208.5965,352.4438,True,None,None,,,,,
16.60,id,-43.18075,2.726257,-7.423652,TestCube,16.39941,,TestCube,-1,-1,-1,0,213.1467,349.9186,True,None,None,,,,,
16.70,id,-43.18694,2.730051,-7.418487,TestCube,16.49916,,TestCube,-1,-1,-1,0,216.2681,348.4435,True,None,None,,,,,
