Time(ms),ID,Gaze_X,Gaze_Y,Gaze_Z,TrackingObject,FixationDuration,PreviousAOI,CurrentAOI,PupilLeft,PupilRight,PupilCombined,SaccadeSpeed,HeadYaw,HeadPitch,Blink,LookAheadCarID,LookAheadCarType,LookAheadCarSpeed,Distance,LookAheadCar_PosX,LookAheadCar_PosY,LookAheadCar_PosZ
0.10,id,-43.07758,2.619709,-7.424701,None,0,,None,5.895408,5.256414,5.575912,0,169.8043,32.36242,False,None,None,,,,,
0.20,id,-43.08016,2.618159,-7.424131,None,0.03450669,,None,5.8895,5.272618,5.581059,45.22958,170.9209,33.06637,False,None,None,,,,,
0.30,id,-43.0805,2.618254,-7.424246,None,0.06270899,,None,5.870294,5.249563,5.559928,4.090089,171.0775,33.02299,False,None,None,,,,,
0.40,id,-43.08351,2.621695,-7.426872,None,0.1657596,,None,4.975986,5.231528,5.103757,34.91792,172.596,31.46858,False,None,None,,,,,
0.50,id,-43.08516,2.624521,-7.428773,None,0.2703039,,None,4.997735,5.270639,5.134187,30.45025,173.4236,30.21161,False,None,None,,,,,
0.60,id,-43.08583,2.625127,-7.429203,None,0.36088,,None,4.957156,5.173842,5.065499,7.603577,173.742,29.9439,False,None,None,,,,,
0.70,id,-43.08614,2.625965,-7.429718,None,0.4606403,,None,4.83443,5.006515,4.920472,3.388535,173.9025,29.57537,False,None,None,,,,,
0.80,id,-43.0858,2.625043,-7.429151,None,0.5603811,,None,4.731496,4.90912,4.820308,7.383962,173.7239,29.98098,False,None,None,,,,,
0.90,id,-43.08572,2.625248,-7.429261,None,0.6629271,,None,4.564358,4.715699,4.640029,1.681768,173.6969,29.89072,False,None,None,,,,,
1.00,id,-43.08572,2.625827,-7.429594,None,0.7602576,,None,4.505479,4.715298,4.610388,2.505826,173.7138,29.63595,False,None,None,,,,,
1.10,id,-43.08653,2.625679,-7.429596,None,0.8702196,,None,4.530754,4.723214,4.626984,2.710493,174.0665,29.70092,False,None,None,,,,,
1.20,id,-43.09016,2.626193,-7.430214,None,0.9709495,,None,4.546238,4.736478,4.641358,13.66039,175.6767,29.47515,False,None,None,,,,,
1.30,id,-43.09365,2.627203,-7.430997,None,1.070686,,None,4.566989,4.703419,4.635204,12.16741,177.224,29.03289,False,None,None,,,,,
1.40,id,-43.09396,2.628094,-7.431503,None,1.170415,,None,4.570117,4.610491,4.590304,3.92234,177.3697,28.64444,False,None,None,,,,,
1.50,id,-43.09196,2.627995,-7.431342,None,1.270571,,None,4.804376,4.578428,4.691401,14.6139,176.4981,28.68785,False,None,None,,,,,
1.60,id,-43.09012,2.627688,-7.431047,None,1.370883,,None,4.441035,4.392844,4.41694,11.82278,175.6889,28.82113,False,None,None,,,,,
1.70,id,-43.08905,2.627682,-7.430959,None,1.470271,,None,4.445782,4.658025,4.551904,3.713074,175.2186,28.82373,False,None,None,,,,,
1.80,id,-43.08923,2.627147,-7.430677,None,1.570608,,None,4.684667,4.376049,4.530358,3.603217,175.2888,29.05738,False,None,None,,,,,
1.90,id,-43.09005,2.628221,-7.431334,None,1.670407,,None,4.494293,4.733813,4.614053,7.467018,175.6649,28.58928,False,None,None,,,,,
2.00,id,-43.09084,2.629401,-7.43203,None,1.769728,,None,4.552152,4.697291,4.624722,8.224386,176.0295,28.0773,False,None,None,,,,,
2.10,id,-43.09093,2.631769,-7.433275,None,1.869828,,None,4.301273,4.803152,4.552213,11.45393,176.1033,27.05676,False,None,None,,,,,
2.20,id,-43.09057,2.63455,-7.434638,None,1.959706,,None,4.283193,4.668615,4.475904,21.70209,175.9927,25.87032,False,None,None,,,,,
2.30,id,-43.08991,2.636826,-7.435674,None,2.070289,,None,4.363105,4.541998,4.452552,13.11077,175.7477,24.90787,False,None,None,,,,,
2.40,id,-43.09076,2.641497,-7.437812,None,2.169871,,None,4.337818,4.483275,4.410546,22.28076,176.1628,22.95557,False,None,None,,,,,
2.50,id,-43.09119,2.640763,-7.437526,None,2.269898,,None,4.345656,4.488563,4.417109,7.669893,176.3363,23.26063,False,None,None,,,,,
2.60,id,-43.09104,2.638608,-7.436568,None,2.370139,,None,4.426006,4.573476,4.499741,46.90113,176.2469,24.1598,False,None,None,,,,,
2.70,id,-43.0918,2.63764,-7.436177,None,2.470212,,None,4.532573,4.682448,4.607511,12.87374,176.5551,24.56528,False,None,None,,,,,
2.80,id,-43.09243,2.637774,-7.436275,None,2.570429,,None,4.642333,4.77112,4.706726,1.044523,176.8215,24.50909,False,None,None,,,,,
2.90,id,-43.09295,2.636807,-7.435857,None,2.670228,,None,4.674989,4.847178,4.761084,4.410141,177.0301,24.91591,False,None,None,,,,,
3.00,id,-43.09315,2.636456,-7.435703,None,2.77145,,None,4.683326,4.868992,4.776159,1.599706,177.1097,25.06397,False,None,None,,,,,
3.10,id,-43.09499,2.605577,-7.416444,KATDemoWalker,0,None,KATDemoWalker,5.354805,5.439028,5.396916,76.72849,177.5382,39.01196,False,None,None,,,,,
3.20,id,-43.09535,2.605291,-7.416226,KATDemoWalker,0.009812355,None,KATDemoWalker,5.357329,5.44944,5.403385,56.52198,177.7101,39.15306,False,None,None,,,,,
3.30,id,-43.09582,2.604933,-7.415952,KATDemoWalker,0.01968241,None,KATDemoWalker,5.371196,5.45961,5.415403,167.0117,177.9336,39.32959,False,None,None,,,,,
3.40,id,-43.09606,2.604594,-7.415682,KATDemoWalker,0.02933025,None,KATDemoWalker,5.392363,5.484902,5.438633,169.1143,178.0502,39.49719,False,None,None,,,,,
3.50,id,-43.09689,2.603641,-7.414914,KATDemoWalker,0.05050159,None,KATDemoWalker,5.402357,5.494053,5.448205,27.16187,178.4469,39.97063,False,None,None,,,,,
3.60,id,-43.09956,2.600192,-7.411974,KATDemoWalker,0.1503053,None,KATDemoWalker,5.362451,5.457911,5.410181,46.2313,179.7713,41.71207,False,None,None,,,,,
3.70,id,-43.10067,2.604095,-7.415334,None,0,KATDemoWalker,None,4.389623,4.494779,4.442201,384.6744,180.3342,39.74454,False,None,None,,,,,
3.80,id,-43.09846,2.608131,-7.418565,None,0.1000412,KATDemoWalker,None,4.509213,4.626054,4.567634,15.83963,179.2583,37.76777,False,None,None,,,,,
3.90,id,-43.09561,2.611445,-7.420991,None,0.1998711,KATDemoWalker,None,4.486779,4.650843,4.568811,6.786854,177.9206,36.18296,False,None,None,,,,,
4.00,id,-43.09334,2.617577,-7.425149,None,0.3001063,KATDemoWalker,None,4.328292,4.528637,4.428464,23.46997,176.9523,33.33163,False,None,None,,,,,
4.10,id,-43.09218,2.627275,-7.430958,None,0.3997993,KATDemoWalker,None,4.212579,4.399354,4.305966,62.25412,176.5821,29.00178,False,None,None,,,,,
4.20,id,-43.09164,2.636875,-7.435813,HornZone_Crossing,0,None,HornZone_Crossing,4.09942,4.295604,4.197512,54.3621,176.4751,24.8873,False,None,None,,,,,
4.30,id,-43.0909,2.638927,-7.436702,HornZone_Crossing,0.1000385,None,HornZone_Crossing,4.160912,4.341676,4.251294,6.737968,176.1909,24.02615,False,None,None,,,,,
4.40,id,-43.08685,2.62502,-7.429248,None,0,HornZone_Crossing,None,4.334863,4.40255,4.368706,251.8574,174.1879,29.99134,False,None,None,,,,,
4.50,id,-43.07533,2.608516,-7.416283,None,0.100287,HornZone_Crossing,None,4.153792,4.149943,4.151868,50.5101,168.0181,37.58186,False,None,None,,,,,
4.60,id,-43.05657,2.605203,-7.40783,HornZone_Crossing,0,None,HornZone_Crossing,4.032131,4.093862,4.062996,69.468,158.0615,39.19624,False,None,None,,,,,
4.70,id,-43.04165,2.604678,-7.400045,HornZone_Crossing,0.0998168,None,HornZone_Crossing,4.275671,4.24043,4.25805,129.2579,149.7483,39.45578,False,None,None,,,,,
4.80,id,-43.02904,2.605382,-7.39226,HornZone_Crossing,0.2036271,None,HornZone_Crossing,4.332242,4.395767,4.364004,12.39561,142.4338,39.10817,False,None,None,,,,,
4.90,id,-43.00906,2.611448,-7.37993,HornZone_Crossing,0.3027539,None,HornZone_Crossing,4.757605,4.409962,4.583783,260.1262,131.3137,36.18164,False,None,None,,,,,
5.00,id,-42.99111,2.616351,-7.360379,HornZone_Crossing,0.402595,None,HornZone_Crossing,4.638535,4.354061,4.496298,106.9289,119.0082,33.89418,False,None,None,,,,,
5.10,id,-42.979,2.622356,-7.342763,HornZone_Crossing,0.4986587,None,HornZone_Crossing,4.357851,4.161872,4.259861,39.40059,109.4627,31.17302,False,None,None,,,,,
5.20,id,-42.97182,2.627429,-7.328364,HornZone_Crossing,0.5951715,None,HornZone_Crossing,4.315328,4.00593,4.160629,137.8774,102.4778,28.93448,False,None,None,,,,,
5.30,id,-42.96604,2.633688,-7.312525,HornZone_Crossing,0.691258,None,HornZone_Crossing,4.203525,3.955743,4.079634,4.617431,95.34121,26.23656,False,None,None,,,,,
5.40,id,-42.96187,2.641563,-7.302201,HornZone_Crossing,0.798295,None,HornZone_Crossing,4.036695,3.671488,3.854091,160.3669,90.91303,22.92826,False,None,None,,,,,
5.50,id,-42.95991,2.64639,-7.299806,HornZone_Crossing,0.8921494,None,HornZone_Crossing,3.941105,3.694767,3.817936,11.94586,89.92039,20.94071,False,None,None,,,,,
5.60,id,-42.95884,2.64944,-7.295891,HornZone_Crossing,0.996799,None,HornZone_Crossing,3.94265,3.605678,3.774164,9.115004,88.33269,19.69836,False,None,None,,,,,
5.70,id,-42.9619,2.645529,-7.278555,HornZone_Crossing,1.0911,None,HornZone_Crossing,4.075936,3.650686,3.863311,121.8561,81.17334,21.29332,False,None,None,,,,,
5.80,id,-42.97079,2.635416,-7.259604,HornZone_Crossing,1.197472,None,HornZone_Crossing,3.899311,3.513229,3.70627,162.8007,72.63947,25.50318,False,None,None,,,,,
5.90,id,-42.9798,2.63222,-7.241205,HornZone_Crossing,1.297068,None,HornZone_Crossing,4.095102,3.588593,3.841847,109.7164,63.93546,26.86358,False,None,None,,,,,
6.00,id,-42.99115,2.627642,-7.226409,HornZone_Crossing,1.392485,None,HornZone_Crossing,4.247906,3.765622,4.006764,135.5897,55.93844,28.84147,False,None,None,,,,,
6.10,id,-42.99774,2.625503,-7.219425,HornZone_Crossing,1.501916,None,HornZone_Crossing,4.255952,3.642052,3.949002,60.25029,51.76481,29.77832,False,None,None,,,,,
6.20,id,-43.00261,2.623069,-7.215763,HornZone_Crossing,1.598091,None,HornZone_Crossing,4.604458,3.83139,4.217924,166.3587,49.14351,30.85533,False,None,None,,,,,
6.30,id,-43.01057,2.621809,-7.208412,HornZone_Crossing,1.695591,None,HornZone_Crossing,4.693059,3.881414,4.287237,18.48102,44.31752,31.41756,False,None,None,,,,,
6.40,id,-43.01948,2.62233,-7.200081,HornZone_Crossing,1.792958,None,HornZone_Crossing,4.731318,3.977313,4.354316,24.02159,38.86385,31.18466,False,None,None,,,,,
6.50,id,-43.02891,2.625126,-7.191189,None,0,HornZone_Crossing,None,5.149999,4.124604,4.637301,138.9041,33.15852,29.94457,False,None,None,,,,,
6.60,id,-43.04301,2.622618,-7.184832,None,0.1082411,HornZone_Crossing,None,4.883773,4.259775,4.571774,33.49941,26.32942,31.05619,False,None,None,,,,,
6.70,id,-43.05353,2.625895,-7.178144,None,0.2083368,HornZone_Crossing,None,4.989022,4.253096,4.621059,94.84679,20.87425,29.60626,False,None,None,,,,,
6.80,id,-43.06117,2.628741,-7.173849,None,0.3045731,HornZone_Crossing,None,4.959577,4.365327,4.662452,19.18853,17.1096,28.36323,False,None,None,,,,,
6.90,id,-43.06859,2.631663,-7.170218,None,0.4086552,HornZone_Crossing,None,4.962901,4.389668,4.676284,9.367434,13.60552,27.10223,False,None,None,,,,,
7.00,id,-43.07297,2.631922,-7.169101,None,0.5081744,HornZone_Crossing,None,4.930909,4.339725,4.635317,3.105032,11.6681,26.99104,False,None,None,,,,,
7.10,id,-43.07432,2.629617,-7.170051,None,0.6084051,HornZone_Crossing,None,4.909724,4.526731,4.718227,12.45947,11.17845,27.98371,False,None,None,,,,,
7.20,id,-43.07359,2.629292,-7.170375,None,0.7078838,HornZone_Crossing,None,4.824506,4.467273,4.64589,16.06516,11.51869,28.12424,False,None,None,,,,,
7.30,id,-43.07294,2.629297,-7.170505,None,0.8079534,HornZone_Crossing,None,4.847329,4.467852,4.65759,10.71539,11.80193,28.1222,False,None,None,,,,,
7.40,id,-43.07242,2.629773,-7.170357,None,0.9078541,HornZone_Crossing,None,4.915046,4.492069,4.703558,7.64886,12.0113,27.9162,False,None,None,,,,,
7.50,id,-43.07198,2.629427,-7.170639,None,1.008297,HornZone_Crossing,None,5.050863,4.557713,4.804288,4.907989,12.22093,28.06595,False,None,None,,,,,
7.60,id,-43.07112,2.62972,-7.170669,None,1.109085,HornZone_Crossing,None,5.113115,4.655162,4.884139,6.892181,12.58825,27.93905,False,None,None,,,,,
7.70,id,-43.07134,2.630251,-7.170332,None,1.208007,HornZone_Crossing,None,5.21687,4.763795,4.990333,4.044327,12.46338,27.70959,False,None,None,,,,,
7.80,id,-43.07127,2.630198,-7.170379,None,1.308069,HornZone_Crossing,None,5.267816,4.926089,5.096952,0.197701,12.5009,27.73267,False,None,None,,,,,
7.90,id,-43.07051,2.630146,-7.170577,None,1.407951,HornZone_Crossing,None,5.305615,5.025283,5.165449,3.349434,12.83764,27.75528,False,None,None,,,,,
8.00,id,-43.07072,2.629794,-7.170718,None,1.508766,HornZone_Crossing,None,5.267253,5.066615,5.166934,38.77863,12.76032,27.90723,False,None,None,,,,,
8.10,id,-43.07006,2.629223,-7.171181,None,1.601575,HornZone_Crossing,None,5.234505,5.0347,5.134603,42.40121,13.08313,28.15408,False,None,None,,,,,
8.20,id,-43.06985,2.629079,-7.171309,None,1.701726,HornZone_Crossing,None,5.248967,5.058512,5.153739,9.415236,13.18387,28.21664,False,None,None,,,,,
8.30,id,-43.06955,2.629234,-7.171296,None,1.802062,HornZone_Crossing,None,5.202756,5.079302,5.141029,1.132614,13.31164,28.14953,False,None,None,,,,,
8.40,id,-43.06846,2.62902,-7.171677,None,1.901842,HornZone_Crossing,None,5.208002,5.107049,5.157525,3.172155,13.80982,28.24221,False,None,None,,,,,
8.50,id,-43.0686,2.629474,-7.171392,None,2.00171,HornZone_Crossing,None,5.23208,5.174061,5.20307,2.815296,13.72158,28.04557,False,None,None,,,,,
8.60,id,-43.06846,2.629323,-7.171509,None,2.102284,HornZone_Crossing,None,5.279001,5.238683,5.258842,1.362745,13.79255,28.11066,False,None,None,,,,,
8.70,id,-43.06809,2.629031,-7.171762,None,2.201767,HornZone_Crossing,None,5.248097,5.212644,5.230371,2.037612,13.9737,28.23741,False,None,None,,,,,
8.80,id,-43.0686,2.629022,-7.171641,None,2.301988,HornZone_Crossing,None,5.280814,5.253389,5.267102,7.322047,13.74789,28.24123,False,None,None,,,,,
8.90,id,-43.06855,2.628314,-7.172047,None,2.401865,HornZone_Crossing,None,5.265201,5.212062,5.238632,8.514627,13.80993,28.54856,False,None,None,,,,,
9.00,id,-43.07092,2.629544,-7.17081,None,2.501787,HornZone_Crossing,None,5.173247,5.142884,5.158066,10.89263,12.68671,28.01519,False,None,None,,,,,
9.10,id,-43.06538,2.627673,-7.173234,HornZone_Crossing,0,None,HornZone_Crossing,5.056056,5.162292,5.109175,91.46909,15.27821,28.82802,False,None,None,,,,,
9.20,id,-43.03632,2.624468,-7.187127,HornZone_Crossing,0.1004171,None,HornZone_Crossing,5.038576,5.406201,5.222389,357.7504,29.42886,30.235,False,None,None,,,,,
9.30,id,-42.99573,2.621778,-7.225782,HornZone_Crossing,0.2096968,None,HornZone_Crossing,5.103028,5.551403,5.327215,157.9714,54.55841,31.43155,False,None,None,,,,,
9.40,id,-42.97113,2.623776,-7.290995,HornZone_Crossing,0.3067055,None,HornZone_Crossing,5.060649,5.716461,5.388555,279.5628,86.00273,30.54116,False,None,None,,,,,
9.50,id,-42.98012,2.630476,-7.357395,HornZone_Crossing,0.4049006,None,HornZone_Crossing,5.048125,5.788765,5.418445,255.103,115.5827,27.61253,False,None,None,,,,,
9.60,id,-43.01327,2.638211,-7.405638,HornZone_Crossing,0.501626,None,HornZone_Crossing,4.937132,5.645001,5.291067,214.0754,140.6124,24.32586,False,None,None,,,,,
9.70,id,-43.046,2.640555,-7.426687,None,0,HornZone_Crossing,None,4.827411,5.395085,5.111248,122.9185,156.9112,23.34696,False,None,None,,,,,
9.80,id,-43.06552,2.637427,-7.431892,None,0.09547997,HornZone_Crossing,None,4.505984,4.944818,4.725401,60.88698,165.3475,24.65481,False,None,None,,,,,
9.90,id,-43.07548,2.635928,-7.433393,None,0.1954079,HornZone_Crossing,None,4.400784,4.591544,4.496164,29.42969,169.5837,25.28662,False,None,None,,,,,
10.00,id,-43.08181,2.631462,-7.43218,None,0.2953501,HornZone_Crossing,None,4.426368,4.675723,4.551045,97.57733,172.1641,27.18877,False,None,None,,,,,
10.10,id,-43.08666,2.622163,-7.427529,None,0.3955212,HornZone_Crossing,None,4.414577,4.597391,4.505984,32.64754,174.0287,31.25918,False,None,None,,,,,
10.20,id,-43.09083,2.607394,-7.417644,None,0.495368,HornZone_Crossing,None,4.421201,4.592788,4.506995,61.31316,175.5409,38.12437,False,None,None,,,,,
10.30,id,-43.09458,2.592669,-7.404645,KATDemoWalker,0,None,KATDemoWalker,4.492308,4.691844,4.592076,139.3471,177.0345,45.68759,False,None,None,,,,,
10.40,id,-43.09664,2.585818,-7.397217,None,0,KATDemoWalker,None,4.429187,4.510293,4.46974,47.99616,178.0221,49.57161,False,None,None,,,,,
10.50,id,-43.0974,2.583777,-7.394792,None,0.09945393,KATDemoWalker,None,4.406765,4.510341,4.458553,11.82655,178.4325,50.78877,False,None,None,,,,,
10.60,id,-43.09894,2.587352,-7.399042,None,0.1993656,KATDemoWalker,None,4.458928,4.556108,4.507518,29.52958,179.3847,48.676,False,None,None,,,,,
10.70,id,-43.09883,2.596193,-7.408272,None,0.2994709,KATDemoWalker,None,4.553019,4.583395,4.568207,45.66768,179.3826,43.79242,False,None,None,,,,,
10.80,id,-43.09747,2.619957,-7.426834,None,0.3992748,KATDemoWalker,None,4.011087,4.129444,4.070266,248.1335,178.8568,32.25028,False,None,None,,,,,
10.90,id,-43.09795,2.640768,-7.437795,None,0.4993591,KATDemoWalker,None,3.966674,4.486494,4.226583,109.9705,179.1442,23.25855,False,None,None,,,,,
11.00,id,-43.09639,2.646125,-7.439944,None,0.5992517,KATDemoWalker,None,4.018079,4.465995,4.242037,5.957589,178.5209,21.04911,False,None,None,,,,,
11.10,id,-43.09489,2.648354,-7.440736,None,0.6993551,KATDemoWalker,None,3.8247,4.262977,4.043839,10.78988,177.9194,20.13959,False,None,None,,,,,
11.20,id,-43.09543,2.64921,-7.441066,None,0.7994785,KATDemoWalker,None,3.777933,4.217886,3.997909,15.07357,178.1439,19.79167,False,None,None,,,,,
11.30,id,-43.09816,2.65347,-7.442589,Electric_pillar (6),0,None,Electric_pillar (6),3.785651,4.231623,4.008637,22.26611,179.2592,18.07151,False,None,None,,,,,
11.40,id,-43.10168,2.65743,-7.443823,None,0,Electric_pillar (6),None,3.781889,4.246457,4.014174,17.56185,180.6707,16.48712,False,None,None,,,,,
11.50,id,-43.10917,2.659147,-7.444038,None,0.1065044,Electric_pillar (6),None,3.783054,4.461761,4.122407,136.0421,183.6433,15.80421,False,None,None,,,,,
11.60,id,-43.11832,2.659335,-7.443216,BB-032 (1),0,None,BB-032 (1),3.790889,4.435241,4.113065,25.35413,187.2892,15.72963,False,None,None,,,,,
11.70,id,-43.12434,2.657587,-7.441805,BB-032 (1),0.1007452,None,BB-032 (1),3.82486,4.450291,4.137576,12.20303,189.7399,16.42477,False,None,None,,,,,
11.80,id,-43.12381,2.653351,-7.44056,None,0,BB-032 (1),None,3.934825,4.497402,4.216114,45.15379,189.6126,18.11929,False,None,None,,,,,
11.90,id,-43.11836,2.647213,-7.439199,None,0.09981251,BB-032 (1),None,4.178111,4.772475,4.475293,183.4838,187.5136,20.6045,False,None,None,,,,,
12.00,id,-43.11069,2.640767,-7.437394,None,0.1998148,BB-032 (1),None,4.329278,4.878,4.603639,48.6193,184.4506,23.25887,False,None,None,,,,,
12.10,id,-43.10068,2.626171,-7.430572,None,0.2997999,BB-032 (1),None,4.024308,4.170222,4.097265,89.92768,180.2959,29.48485,False,None,None,,,,,
12.20,id,-43.09344,2.621513,-7.427659,None,0.3999052,BB-032 (1),None,4.498448,4.895236,4.696842,113.1119,177.0612,31.55045,False,None,None,,,,,
12.30,id,-43.0907,2.622081,-7.427837,None,0.4998064,BB-032 (1),None,4.644229,5.187146,4.915688,15.35683,175.8394,31.29588,False,None,None,,,,,
12.40,id,-43.09042,2.620126,-7.426603,None,0.5996351,BB-032 (1),None,4.679574,5.241905,4.960739,8.244692,175.6691,32.17386,False,None,None,,,,,
12.50,id,-43.0905,2.619618,-7.426288,None,0.6999264,BB-032 (1),None,4.712356,5.295751,5.004053,8.690236,175.699,32.40375,False,None,None,,,,,
12.60,id,-43.09063,2.619737,-7.426373,None,0.8003407,BB-032 (1),None,4.740054,5.007313,4.873683,6.094531,175.759,32.34996,False,None,None,,,,,
12.70,id,-43.09162,2.620907,-7.427177,None,0.899785,BB-032 (1),None,4.751949,4.828255,4.790102,8.675744,176.23,31.82224,False,None,None,,,,,
12.80,id,-43.09251,2.618544,-7.425733,None,0.9998446,BB-032 (1),None,4.741572,4.779965,4.760769,12.01806,176.5911,32.89103,False,None,None,,,,,
12.90,id,-43.0905,2.614841,-7.423116,None,1.100049,BB-032 (1),None,4.691487,4.746999,4.719243,16.46708,175.5865,34.59208,False,None,None,,,,,
13.00,id,-43.08605,2.611432,-7.420255,None,1.200085,BB-032 (1),None,4.636181,4.753214,4.694698,19.07045,173.3845,36.18946,False,None,None,,,,,
13.10,id,-43.08441,2.608467,-7.417807,None,1.299865,BB-032 (1),None,3.341676,-1,1.170838,66.15096,172.4601,37.60566,False,None,None,,,,,
13.20,id,-43.08285,2.610445,-7.419104,HornZone_Crossing,0,None,HornZone_Crossing,-1,-1,-1,386.0092,171.8046,36.65783,True,None,None,,,,,
13.30,id,-43.08139,2.617425,-7.423835,EB-002-add,0,HornZone_Crossing,EB-002-add,-1,-1,-1,778.7437,171.4523,33.40128,True,None,None,,,,,
13.40,id,-43.0787,2.626498,-7.429009,None,0,EB-002-add,None,-1,-1,-1,760.2702,170.6219,29.34156,True,None,None,,,,,
13.50,id,-43.07396,2.637522,-7.433859,HornZone_Crossing,0,None,HornZone_Crossing,-1,-1,-1,750.6777,168.99,24.61523,True,None,None,,,,,
13.60,id,-43.07073,2.646843,-7.437177,HornZone_Crossing,0.1001272,None,HornZone_Crossing,-1,-1,-1,740.7208,167.9537,20.75544,True,None,None,,,,,
13.70,id,-43.06787,2.65011,-7.437763,EB-002-add,0,HornZone_Crossing,EB-002-add,-1,-1,-1,727.1272,166.8724,19.4268,True,None,None,,,,,
13.80,id,-43.06641,2.653357,-7.43855,EB-004,0,EB-002-add,EB-004,-1,-1,-1,717.1495,166.3729,18.11686,True,None,None,,,,,
13.90,id,-43.06561,2.655726,-7.439131,HornZone_Crossing,0,EB-004,HornZone_Crossing,-1,-1,-1,714.9771,166.1176,17.16716,True,None,None,,,,,
14.00,id,-43.06556,2.657577,-7.439692,HornZone_Crossing,0.09983158,EB-004,HornZone_Crossing,-1,-1,-1,721.0289,166.1493,16.42857,True,None,None,,,,,
14.10,id,-43.06564,2.659431,-7.440261,HornZone_Crossing,0.199707,EB-004,HornZone_Crossing,-1,-1,-1,719.1978,166.2327,15.69141,True,None,None,,,,,
14.20,id,-43.06504,2.66226,-7.440902,EB-002-add,0,HornZone_Crossing,EB-002-add,-1,-1,-1,710.727,166.0635,14.57215,True,None,None,,,,,
14.30,id,-43.06501,2.663672,-7.441266,None,0,EB-002-add,None,-1,-1,-1,712.4554,166.0889,14.0155,True,None,None,,,,,
14.40,id,-43.06517,2.663419,-7.44124,HornZone_Crossing,0,None,HornZone_Crossing,-1,-1,-1,711.5335,166.1472,14.11519,True,None,None,,,,,
14.50,id,-43.06535,2.663313,-7.441257,HornZone_Crossing,0.1000366,None,HornZone_Crossing,-1,-1,-1,712.1324,166.2174,14.15686,True,None,None,,,,,
14.60,id,-43.06433,2.664332,-7.441264,None,0,HornZone_Crossing,None,-1,-1,-1,740.8497,165.8286,13.75591,True,None,None,,,,,
14.70,id,-43.06322,2.665397,-7.441244,None,0.1002169,HornZone_Crossing,None,-1,-1,-1,700.4963,165.4043,13.3374,True,None,None,,,,,
14.80,id,-43.0637,2.666494,-7.441631,None,0.1997604,HornZone_Crossing,None,-1,-1,-1,706.6613,165.6222,12.90739,True,None,None,,,,,
14.90,id,-43.06336,2.666622,-7.441576,HornZone_Crossing,0,None,HornZone_Crossing,-1,-1,-1,702.2795,165.4907,12.85707,True,None,None,,,,,
15.00,id,-43.06213,2.666728,-7.441275,HornZone_Crossing,0.1000652,None,HornZone_Crossing,-1,-1,-1,697.6942,164.9924,12.81563,True,None,None,,,,,
15.10,id,-43.06196,2.666999,-7.441294,EB-002-add,0,HornZone_Crossing,EB-002-add,-1,-1,-1,692.1307,164.9315,12.70945,True,None,None,,,,,
15.20,id,-43.06176,2.666776,-7.441188,HornZone_Crossing,0,EB-002-add,HornZone_Crossing,-1,-1,-1,693.2521,164.8461,12.79666,True,None,None,,,,,
15.30,id,-43.061,2.666695,-7.440961,HornZone_Crossing,0.09903812,EB-002-add,HornZone_Crossing,-1,-1,-1,699.981,164.5363,12.8284,True,None,None,,,,,
15.40,id,-43.06114,2.666377,-7.440924,HornZone_Crossing,0.1988506,EB-002-add,HornZone_Crossing,-1,-1,-1,694.5937,164.5846,12.95322,True,None,None,,,,,
15.50,id,-43.06077,2.666506,-7.440852,HornZone_Crossing,0.299263,EB-002-add,HornZone_Crossing,-1,-1,-1,689.6153,164.4366,12.90255,True,None,None,,,,,
15.60,id,-43.06145,2.66609,-7.44094,EB-002-add,0,HornZone_Crossing,EB-002-add,-1,-1,-1,688.0698,164.7024,13.06584,True,None,None,,,,,
15.70,id,-43.06176,2.665611,-7.440907,HornZone_Crossing,0,EB-002-add,HornZone_Crossing,-1,-1,-1,705.1579,164.8156,13.25341,True,None,None,,,,,
15.80,id,-43.06145,2.665567,-7.440814,HornZone_Crossing,0.0994978,EB-002-add,HornZone_Crossing,-1,-1,-1,698.7767,164.6908,13.27089,True,None,None,,,,,
15.90,id,-43.06368,2.66677,-7.441691,HornZone_Crossing,0.1995392,EB-002-add,HornZone_Crossing,-1,-1,-1,704.8526,165.6219,12.79898,True,None,None,,,,,
16.00,id,-43.06731,2.670488,-7.44339,None,0,HornZone_Crossing,None,-1,-1,-1,715.3716,167.1588,11.34694,True,None,None,,,,,
16.10,id,-43.0714,2.672548,-7.444665,EB-002-add,0,None,EB-002-add,-1,-1,-1,677.5533,168.8145,10.54535,True,None,None,,,,,
16.20,id,-43.07458,2.672325,-7.445216,None,0,EB-002-add,None,-1,-1,-1,739.9354,170.0692,10.632,True,None,None,,,,,
16.30,id,-43.07603,2.673559,-7.445692,HornZone_Crossing,0,None,HornZone_Crossing,-1,-1,-1,743.6321,170.6551,10.15294,True,None,None,,,,,
16.40,id,-43.07594,2.675506,-7.446017,HornZone_Crossing,0.09977913,None,HornZone_Crossing,-1,-1,-1,748.2781,170.6421,9.398189,True,None,None,,,,,
16.50,id,-43.07612,2.676428,-7.446199,EB-002-add,0,HornZone_Crossing,EB-002-add,-1,-1,-1,746.7361,170.7227,9.041251,True,None,None,,,,,
16.60,id,-43.07768,2.675356,-7.446268,HornZone_Crossing,0,EB-002-add,HornZone_Crossing,-1,-1,-1,839.4503,171.3224,9.45605,True,None,None,,,,,
